Region,Country,State/Province,Standard of Living,Cost of Living (Index),Income Tax Rate (%),GNH,GDP (in USD Trillions),Average Income (USD),Employment Rate (%),"Crime Rate (per 100,000)",No. of Unicorns,Population (millions),Life Expectancy (years),Internet Penetration (%),Literacy Rate (%),Healthcare Quality Index,Education Index,Public Debt (% of GDP),Urbanization Rate (%),Renewable Energy Usage (%),Inflation Rate (%),Average Temperature (°C),Freedom of Press Index,Foreign Direct Investment (USD Billions),Median Age,Education Index.1,Poverty Rate (%),Military Expenditure (% of GDP),Carbon Emissions (Tonnes per Capita),Renewable Energy (%),Tourism Revenue (Billions USD),Transportation Infrastructure Index,Housing Price Index,Currency Strength (vs USD),Work-Life Balance Score,Average Work Hours per Week,Corruption Index,Political Stability Index,Happiness Index,Innovation Index,Startup Ecosystem Score,Higher Education Enrollment (%),Female Labor Participation (%),Gender Equality Index,Crime Severity Index,Environmental Performance Index,Public Debt (% of GDP).1,Trade Balance (Billions USD),Number of Patents Filed
Oceania,New Zealand,Auckland,High,141,24.39859451,5.1,20.69,11751,86.7454034,287,91,1229.6,66.0816993,97.86944683,70.35229587,56,53,59.82804416,29.29013367,23.93380477,2.02693066,-13.32063,18.02249706,104.4,26.46632132,0.784847904,10.2783204,6.225433488,9.53955383,62.54533406,303.0090664,0.984149006,69.70778093,1.40143749,2.605682453,42.46620084,54.64573186,-0.175782143,1.875490129,94.11370315,4.776715779,23.36033089,83.51446821,0.621617102,2.927019676,40.89555969,195.3679683,-477.416909,5832
Africa,Kenya,Mombasa,High,102,36.23916392,6.9,23.04,11991,91.29567929,265,102,1251.8,54.86009332,85.18590451,52.57302829,41,69,59.45768214,62.51564725,14.99286217,0.530125507,30.66084341,16.17009262,73.7,30.03582177,0.429293532,26.65404843,2.197847842,5.440067455,48.3909062,126.3854406,0.844302988,133.2690644,0.70212207,3.666862418,26.42379629,15.78815108,-1.939029145,6.757257469,8.466026446,4.504866459,23.99370054,27.16340966,0.809431794,8.307109923,58.9994282,256.2520399,-489.7059646,48787
Africa,South Africa,Gauteng,High,153,24.86426257,3.6,2.59,59341,52.08746387,330,42,817.8,54.3910051,81.74572386,44.17581852,49,53,86.38696035,98.87282516,19.00477425,8.869390408,1.141822342,9.953500492,17,46.93217162,0.320565739,25.67754818,1.461818913,15.68347114,48.78042469,429.8562511,0.498882062,129.3097073,0.686177481,5.226045902,56.79416042,56.21418682,1.620540328,5.136848189,21.19176211,4.36101476,76.59691943,31.95649649,0.252,1.277892752,96.99131062,156.2120673,-77.6072634,35944
Antarctica,Antarctica,Antarctica,Very High,182,23.26147852,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,27.39583985,0.801420347,46.76056084,5.52659339,12.72512473,82.4162864,214.9173442,0.038944576,74.47158257,1.977716602,1.299495111,28.22004583,47.12761111,1.355273502,7.885198598,49.25104211,6.3136627,79.66662909,18.57808145,0.842175986,6.696509113,9.957638528,124.4303309,-167.6470965,3269
Asia,China,Shanghai,Medium,51,37.21149681,3.3,11.46,13550,70.80568796,481,116,915.9,70.9696516,94.88087696,50.67286767,31,64,120.6567787,74.69838405,37.76631675,1.134334545,-12.17514621,14.02446974,161.1,41.13821569,0.574056655,3.697451218,7.166569736,3.903795942,65.47678222,5.069743273,0.359105903,131.1545099,1.278484021,7.605493212,33.67758641,55.25324872,1.225673269,4.490720421,88.93788624,1.464539892,63.69054748,18.01190893,0.792016757,2.925654953,91.69974769,175.9984623,340.6015205,1146
Europe,Italy,Tuscany,High,183,28.2891731,7.3,18.29,5821,66.03804784,252,79,178.3,59.55877404,22.06409299,42.14304428,53,62,123.1701116,73.94538893,9.122842067,0.676618454,-15.92303539,17.10894036,82.7,23.47745422,0.701196614,27.66582111,9.039690342,8.809661191,71.56630805,399.9505207,0.730525735,102.1922634,1.21993831,6.443301043,54.79099461,85.02784324,-1.27087798,5.353562128,66.31682645,4.908415841,23.12162845,99.42701778,0.616077824,4.185572543,81.78343534,219.8367923,-5.919518652,3346
Oceania,Fiji,Suva,Very High,151,8.808231036,3.2,12.14,5725,94.82695446,309,130,8.8,60.32346033,97.61812245,81.60264817,48,62,49.45919523,30.47332783,35.21873177,16.54074218,-8.318156426,0.979693429,161.3,22.46506245,0.5121496,15.33491217,4.606311123,18.0836418,9.372960924,122.8241488,0.054754438,70.85249606,1.31383708,3.580122091,25.28929754,20.36122601,1.724998611,8.168669815,59.30273514,3.798202851,31.69918494,98.6554372,0.898422366,4.892965795,48.59696861,246.2078016,475.2948578,2734
North America,United States,Texas,Medium,145,28.07001938,4.8,24.46,31085,70.27611511,350,147,1231.7,70.19499875,63.23409594,48.76527306,45,90,38.67538662,88.14397274,10.33530377,16.24808816,27.30251309,12.13346207,127.6,37.30422972,0.638460605,7.622094217,1.917931414,2.725363837,81.94342741,18.34719156,0.247402884,108.1244466,1.856329341,9.304059716,29.58621692,80.94120785,0.824367245,9.91733117,20.01386413,3.445191264,16.76688311,62.01569038,0.381500034,8.428553033,55.82016343,13.34822468,346.6718971,36154
Oceania,New Zealand,Wellington,Very High,155,49.64892983,4.8,13.12,27404,96.68483336,146,73,187.3,65.41482906,76.218961,41.90129801,84,65,82.24328701,30.2671565,6.435393469,4.644606016,23.95477317,26.62155622,69.8,21.04196611,0.67287957,34.67939672,9.926598304,18.63141579,90.59489191,478.8899468,0.84017684,51.19372066,0.292540901,6.655617815,23.68304251,89.90057166,-2.465071914,3.462067637,29.78040555,7.496100488,29.14485755,45.92667725,0.027996794,2.827794205,58.59195204,279.7774961,136.4318629,39636
North America,United States,California,Low,77,41.94262734,6.2,19.13,38735,88.89584408,84,145,587,61.53882567,96.60475216,53.77897052,43,88,129.327592,45.19856613,21.94402565,17.18667219,34.99419486,3.472286204,177.4,34.36772302,0.031871998,27.37127305,8.35945315,5.027680228,26.74783196,432.3764161,0.598038801,129.3616342,1.860763643,9.11331195,49.26401559,81.8268802,-0.502923458,0.335203814,2.285928606,0.697141598,60.76767468,66.52103842,0.401534021,7.753415664,4.111487618,81.58584548,-486.6351332,9739
Africa,Nigeria,Abuja,Medium,95,5.771414611,4.7,21.46,39022,70.31820118,466,66,33.2,54.90556504,27.27452238,43.77492943,80,83,91.07514274,74.88628567,52.7450956,19.85275609,-16.32513026,16.46757805,179.2,27.20981496,0.569564889,39.1693451,9.591513891,13.74177592,53.89093189,266.7592438,0.452991415,110.8358811,1.109715906,4.532225456,34.48559404,80.29775999,0.351471055,8.806754063,43.81566096,8.17715399,25.53269812,10.53971357,0.154552719,5.777011213,47.2856545,100.8991778,-261.7410286,20074
North America,Canada,Quebec,Medium,96,42.00706394,6.9,7.92,64826,91.14512672,280,22,652.6,71.68620259,61.80650396,85.00410411,42,47,109.4181682,98.78285662,22.05049904,18.9324475,18.79039111,26.09265705,144.4,33.05554608,0.442725018,1.290831072,4.964658316,2.760040939,59.97356766,69.70172581,0.413289578,60.36801974,0.132935611,1.43725547,51.93374427,22.69540823,2.376015053,6.113539396,76.55568318,6.081597754,91.98889975,56.24451365,0.898308082,7.18220475,95.50056767,284.1237235,-232.7416684,44421
Africa,Egypt,Alexandria,High,185,6.158928712,3.4,16.54,24230,76.43439782,231,17,1014.9,71.52876144,75.25857269,40.4864357,40,78,47.54797365,56.26865813,58.09871082,16.48559356,28.65382515,5.198315502,153.5,20.28588976,0.320140717,6.917675488,9.77299316,15.33243288,84.61758173,190.303173,0.775548071,173.0839107,1.806727853,7.655467903,35.99836452,18.11264414,-2.066827742,8.199243031,49.34063139,6.487475865,94.82469998,81.0924774,0.891611956,6.85817919,54.52804155,137.777949,91.67390204,33014
Antarctica,Antarctica,Antarctica,High,186,16.76759987,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,18.43401321,0.131300594,11.0465192,0.212234477,16.23037742,28.77543482,491.2648588,0.957780068,142.3015977,0.782851213,2.409393388,40.89648878,34.6627048,1.287958794,6.639938416,29.91760811,4.297107662,10.73169532,89.19573251,0.433104883,5.062277262,80.49280721,213.8286464,491.4456389,49569
Oceania,New Zealand,Wellington,Very High,132,7.209758943,6,13.85,74064,74.19785585,323,142,598.9,63.75774061,72.80135471,79.51416373,55,79,102.4350518,41.56381797,47.90386722,6.88438669,-12.11641595,25.38534807,65.7,23.085976,0.464702078,3.182269152,9.603696852,0.106415803,96.62935513,124.0073841,0.862808116,70.98795766,1.307880702,2.580058414,48.56942973,37.66232238,-1.025339548,3.18245633,47.25096036,1.135897171,23.07868518,13.40466567,0.047912125,0.572334605,64.70229836,93.13736598,-45.60480082,48904
South America,Colombia,Bogotá,High,122,28.02177527,5,11.4,10376,75.85826702,315,23,1156.8,67.85145276,82.59660601,86.08671052,85,47,44.63532048,59.1529699,54.50009757,13.94178725,24.54511674,0.940498339,177.2,38.48433245,0.35001424,23.55267503,5.896314496,0.065671454,47.86499506,206.4724398,0.987849542,100.5761322,1.496309746,5.529866747,30.9043157,74.30949264,1.192948813,9.771294005,43.95992831,0.058905208,43.17094858,71.00891398,0.236961825,8.513900272,12.90185268,296.043114,339.6155521,47090
North America,Mexico,Mexico City,High,124,45.35532516,7.8,8.1,39754,61.99301897,30,10,1278.6,81.4389777,94.05529078,70.01175061,74,83,45.70701345,24.66063889,17.05457681,1.970209986,38.32824388,20.8451836,155.5,47.29839472,0.38273567,17.20052865,2.168854687,7.952499936,96.17706776,276.267945,0.475896942,104.7679609,1.082777804,7.825546003,36.50499029,50.96931009,-1.691738038,9.315498357,93.20372151,4.700247697,70.7902331,93.92771446,0.262289208,8.456384334,28.82782697,256.5997542,-261.884022,1985
Europe,Spain,Catalonia,Medium,192,23.43730362,7.5,18.47,68915,59.95125036,252,63,591.2,69.56494666,52.34032495,73.0400022,60,57,23.72117769,96.39837003,20.87571243,3.424777964,-2.633724671,19.38664094,137.8,36.88908132,0.087706543,9.523796065,8.344184939,12.15195764,15.41546315,100.4331217,0.711410853,176.2662131,1.932052478,3.244603531,32.80301051,8.474834183,-1.708600621,8.786653248,12.83757887,4.547107505,18.72212736,33.42738968,0.630159913,2.240033773,57.79464834,61.66515406,-182.0266925,37115
Asia,South Korea,Busan,High,116,42.7558534,3.7,11.08,29668,95.55781534,289,105,1032,80.7617753,64.83269813,49.57383541,56,50,54.29857686,55.74253495,45.60031952,8.406497344,22.7533577,7.474816156,39.8,35.60527541,0.116594745,47.52772444,5.884492801,14.43418067,3.808842431,448.8853703,0.835542164,181.5563006,0.324524258,5.997069758,55.16132652,91.18889149,1.561896999,5.223172827,30.87254556,3.418238723,21.5297717,16.15696566,0.439634891,3.153287593,9.862594484,34.36477263,-112.3220675,19552
Oceania,New Zealand,Auckland,High,87,38.82018319,4.1,3.22,9906,62.46556193,25,66,223.2,64.06293962,51.65080897,54.26325844,83,54,110.8586927,32.1655183,50.53088001,17.99584313,-6.141350705,7.794798824,171.7,26.99113219,0.215126465,0.602891344,2.24237675,9.306335378,38.04787044,272.2742417,0.823730049,167.0119971,0.829230659,2.194577187,40.31816135,13.68813029,-0.357988207,7.83426171,86.77630372,4.534621353,11.86962165,91.17535587,0.991115711,2.000015487,22.30033202,285.7896704,45.73153351,9785
Antarctica,Antarctica,Antarctica,Medium,161,22.63501898,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,48.77860468,0.568650752,37.8725033,0.344491675,14.02711162,91.82267601,269.5300956,0.95431287,171.4869568,1.621547389,6.113012051,58.63279027,73.99912077,0.749054548,5.860083663,75.57150327,5.371533689,78.9667799,48.4653964,0.98566633,0.221427479,14.19662745,21.88943544,-324.7357611,37288
Asia,Japan,Kyoto,Low,167,6.162348162,5,1.68,23354,56.9264987,469,73,129.7,52.67536239,76.16840107,99.7128047,49,65,116.5642161,44.37388477,46.47891229,10.73907914,-9.040060936,15.23475564,152.2,44.04374301,0.769887675,11.49348769,6.726945021,9.939909491,34.44812381,134.3348486,0.124342592,77.17521917,0.525004128,0.573272371,45.53664683,92.53636576,-1.090548176,6.498858737,58.67139721,9.067919358,22.56224458,36.17838349,0.921584923,9.89959063,59.02660229,238.0536237,-216.0688163,10939
Europe,Spain,Andalusia,Medium,193,25.22594366,3.3,9.55,21929,71.81187428,157,28,406,50.91018924,77.11907739,48.68165918,77,41,78.96021463,89.09606658,14.1156908,15.64428663,8.826201889,4.742318898,133.3,20.74430063,0.719080953,37.98530785,4.045803053,6.849758128,63.04055595,389.3855193,0.789257501,144.7721832,0.130897116,2.019359322,40.09874416,93.01713699,2.449107149,4.801842658,4.722131038,7.069669304,84.71205225,55.38430845,0.161854178,5.736406237,38.7439453,212.8218119,23.17043277,18639
Africa,Egypt,Alexandria,Low,135,45.05887994,5.8,5.19,22523,72.61074344,176,2,617.5,62.21363929,94.33900033,68.84492966,90,90,11.30239685,45.97335267,54.29005111,8.827486755,8.486904447,20.35066477,161,37.18365434,0.307210286,44.88119092,2.505044505,14.45803627,92.65499974,251.1688702,0.211755118,116.7195355,1.269042658,6.994821986,33.92432034,75.10647753,1.721662851,3.15402955,92.32848794,6.612618184,48.16360061,34.39649012,0.216209885,0.257295152,26.93773473,99.90636304,380.2756355,20406
Europe,United Kingdom,England,High,148,41.65398111,7.3,5.21,69426,63.41571731,354,38,470.1,75.18474342,33.72315262,50.68571803,69,42,22.99648659,89.41944061,26.77167042,6.521104446,-12.00411994,13.01351036,4.8,46.53454172,0.48663155,48.09405338,1.71687505,11.02895981,60.83494118,190.3402291,0.728252404,82.30246359,0.672809863,5.138987025,49.70541653,32.81897481,0.624426011,1.79249442,86.77572818,0.827888669,91.75454743,63.68113313,0.458662904,9.544346773,72.08119501,143.2082328,-215.1784579,34722
Oceania,New Zealand,Wellington,High,144,40.3511053,7.1,6.79,40284,86.48698729,480,111,411.3,65.41393158,29.86534238,64.16401949,34,40,73.22468233,47.5897817,33.23546677,13.52034377,2.686524857,21.26745779,124.8,35.13868327,0.157106684,5.33979621,4.721100556,17.8822072,80.39544138,366.9327527,0.442617605,183.6976385,1.204071858,7.624268853,50.71023095,98.6368081,1.101252246,4.761388915,42.48295094,3.017611401,3.810599704,62.26879913,0.765922461,0.625369423,28.43357054,14.95344628,276.2010699,17156
North America,Mexico,Mexico City,High,57,13.85282563,3.6,12.84,10431,84.35784001,193,137,1102.3,57.59581382,27.0061613,48.12348854,35,81,130.8108405,31.16181061,14.83273166,5.444296737,27.34421363,6.842238681,46.4,42.68745532,0.521506448,42.90179329,0.593191318,16.07430989,83.03579432,293.3257927,0.389454669,64.65655104,1.80774275,7.288916506,26.95400845,28.85616559,-0.428895695,1.970718449,73.5539111,3.697090706,16.71185968,62.57638709,0.536483822,9.615332542,96.21338722,262.9462296,251.7305943,40143
Oceania,New Zealand,Wellington,Medium,159,47.72169787,5.9,22.36,42459,69.07965979,17,15,835.3,81.44443165,53.57014201,77.864005,76,77,12.33955044,86.74022761,59.41096941,11.21351041,-10.45328172,1.128027699,165.7,45.81186729,0.221716305,30.24185636,0.277793251,17.92758019,57.54017455,370.0639901,0.235764541,164.2707418,0.624979731,6.869463593,39.16637327,90.93067569,-1.927763827,9.771847497,80.4330582,9.773449444,18.48937617,99.47530216,0.231416708,8.267443813,93.09283265,30.27795816,23.33719839,44548
Europe,France,Provence,Very High,82,41.79754847,5.6,7.02,47994,63.32093586,411,101,1346.6,69.25971094,44.73320104,71.00271342,32,48,81.72268915,31.74664375,36.55660264,7.232254383,35.2379201,9.273445061,170,25.33481481,0.510839554,20.44441722,5.542731523,9.802944439,55.26744319,275.8063796,0.570185718,191.1485786,1.252806272,0.285321387,45.96210045,61.71859823,-1.24030385,9.967081206,48.12390469,8.173590445,16.00209223,84.21067366,0.884878197,2.542094963,16.12972225,23.83093323,-144.8125743,22255
Europe,Italy,Lombardy,Medium,176,13.59381023,7.3,6.72,30187,58.33547736,270,74,132.2,54.46582493,24.59732824,74.51326076,46,44,146.9745482,55.96931579,37.39276875,8.486871576,5.491651363,24.82290764,185.6,21.95853539,0.959881289,37.49742795,9.236365253,0.034263115,93.55445875,216.4785543,0.826986932,158.4024321,0.231848768,6.858613823,20.74417673,7.43111952,-2.47543659,3.428459658,7.388495352,3.82835822,18.51205425,63.37064834,0.522459612,5.453262852,66.98499452,228.395797,18.43472404,29283
Antarctica,Antarctica,Antarctica,Medium,131,8.639918964,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,44.02594057,0.067373266,49.16897584,1.511295597,9.853343785,78.57596495,482.0670936,0.929889975,162.8547138,1.237943224,1.883305764,25.00929768,41.35993677,0.01815028,8.311009534,34.4462009,7.813486033,1.208396539,27.67277728,0.982061251,6.34349058,60.39517505,104.5077457,26.34036549,6208
South America,Chile,Valparaíso,Medium,149,17.00767495,6,21.43,25093,76.39732825,289,18,1131.1,60.016986,77.66544027,96.24880299,65,45,44.2376693,47.56980417,33.0455841,9.03996368,4.346341994,6.590871358,125.1,48.92263088,0.8584329,21.43194837,1.200281332,3.353281597,67.85959706,34.97556482,0.142371281,188.9294631,0.704022912,6.320145087,36.32807792,96.58478975,-0.383592485,7.676610739,97.47417318,3.75057032,66.78595633,70.18610002,0.51779604,3.021746827,78.5853735,121.3090021,101.6020753,23723
Oceania,Fiji,Suva,Medium,103,18.60788578,3.5,10.68,18252,69.60790847,232,35,348.4,73.81426435,59.67862802,80.23545406,38,41,58.83495185,70.17039772,29.98207107,9.63274731,23.02555156,25.42007481,107.7,39.32971365,0.65321685,43.08826108,8.792802321,17.06333259,25.20957649,355.8185136,0.922080908,163.9510889,1.458707947,2.770106348,31.69849051,53.83406811,-1.259067174,0.873996396,13.92115724,5.229913113,47.74371487,97.55682868,0.75183943,4.110530573,1.042164779,190.9528083,-115.836065,25055
North America,Mexico,Jalisco,Very High,110,46.35751993,7.4,4.56,53702,50.88642029,475,74,338,81.97526277,43.7935225,62.08114463,68,58,56.54674846,94.98609362,27.40814459,7.73149163,-3.445274436,18.92458753,67,36.60019397,0.03907356,23.41542518,6.995849205,12.3136544,50.85040144,20.53075006,0.059620412,104.4663333,1.473312978,6.665741417,32.07696449,86.64967063,-2.007429856,5.045579799,5.689166167,0.676081466,30.68736288,62.15552838,0.683458692,8.830151154,13.34605505,200.0054348,367.3239928,46959
Oceania,New Zealand,Wellington,Low,174,23.1571813,6.4,3.23,68002,54.6879954,337,143,587.7,77.91029379,81.59991235,47.05954589,85,69,15.89032128,43.11924577,43.37840498,6.132967302,24.72636953,4.728075873,44.1,39.97693156,0.594644115,2.7465001,4.098280709,5.475933516,82.48442455,79.53464271,0.004663081,157.8907188,1.987814007,7.278441468,49.10271558,35.02880609,0.80636477,7.380648014,49.89895427,8.341635725,32.56090673,82.56125777,0.051078643,5.799187472,30.41585671,165.0479008,155.8364203,19541
Africa,Nigeria,Abuja,Low,51,5.620784835,5.4,16.86,2566,90.61574206,208,145,70,73.10119001,64.9089027,49.53820954,46,61,22.68382938,91.75084632,17.41143818,17.82765671,17.2718953,10.54227375,75.5,31.13101343,0.208261397,11.19590969,4.978169791,4.628758741,85.05447562,227.4269107,0.159514411,117.7632036,1.704384663,8.590375566,33.60378453,6.468774204,-0.377971983,3.65228086,54.21462279,4.461203122,44.0258487,14.87622427,0.705589581,7.911166692,73.89773157,80.77199127,415.4511054,4710
South America,Brazil,Rio de Janeiro,High,108,43.10691891,6.6,17.6,53298,73.08942668,284,27,1042.3,69.00156098,38.49180853,86.45496228,85,68,33.66751457,49.05101943,18.34999673,18.14216818,4.593745898,27.67072902,25.6,18.7422836,0.996830088,49.38008936,8.538188362,14.43360029,86.34854875,262.2595177,0.195225109,135.7326831,1.115827165,9.33042962,41.10783726,52.90533937,-2.415803532,2.578044354,77.74411275,0.901962904,37.64560791,29.28946805,0.091407162,4.772881015,37.30139635,242.3910532,461.8740993,45355
North America,United States,California,Very High,81,6.208629303,5.4,19.49,57263,78.92123482,15,43,47.6,77.839026,53.04508703,80.67385694,82,68,67.70508928,99.55431867,29.12844282,5.568335013,19.51144507,2.658196976,146.6,47.67592089,0.898491652,0.621743928,3.590347909,0.996105879,32.01278939,67.27938959,0.54010829,183.6169875,1.246535486,6.057703732,45.18317054,5.726762976,-0.979287297,5.732964566,69.50095129,3.063389192,92.14929155,84.85204189,0.666508954,4.114065511,49.55491582,289.0556781,117.967765,23255
North America,Canada,Ontario,Low,173,6.947897788,7.9,20.1,50373,66.66454458,415,21,865.3,68.51439018,89.7943685,73.05913766,63,56,118.5108128,25.83306091,52.9585171,16.75891468,-5.559971775,14.61963421,41,26.58251579,0.269048087,31.38706176,7.392034352,2.333161933,63.34486337,196.0956929,0.71324969,177.1973258,1.332317286,1.015615227,58.47762599,54.563745,-0.735234043,1.928933797,12.76411527,7.466983551,25.33193345,59.18549724,0.832296273,1.327178508,61.07732144,24.12832869,-404.8684291,22285
Antarctica,Antarctica,Antarctica,High,105,39.41362812,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,25.76138864,0.379517622,30.30020544,6.248244338,9.546792879,86.09845591,150.5885692,0.256430944,197.1594855,0.219651252,1.337241016,42.54905756,83.93914382,1.235449976,4.37359261,73.80788755,4.212722474,66.05625567,49.97579119,0.857495576,5.79452245,84.58911761,297.6971853,434.7495915,16619
Africa,South Africa,Western Cape,High,77,32.6309775,7.7,2.99,56299,96.58015955,431,33,1326.7,76.53695492,89.77358458,49.88783969,76,59,146.8514864,40.11136575,30.18494656,9.856004936,-19.34297396,18.81925406,150.5,16.26852542,0.694475907,15.78165437,7.250900256,17.90369463,86.94368687,444.8138314,0.088858426,79.09295888,1.001339069,7.30916497,57.54319471,93.43277809,1.677827243,0.289409605,99.09757167,4.183967976,10.68040558,20.33246767,0.860888884,9.777768322,52.48921172,175.5608175,162.8747093,6240
